"Name","Id","Rarity","Description"
"Get Over Here","7793427b-eb87-4e84-84b5-b4aa8fe2fda2",3,"Chance to cuddle up to your opponent. Serious snuggles."
"Banana Peel","bf2ece30-7b9d-4452-8c3b-4b27ab615a22",1,"Person behind you 50% chance -100 points"
"Tanooki Suit","88458ac4-519e-43b0-9661-ff777fe41f09",2,"Adorable suit that provides temporary protection from attacks."
"Pokeball","39ce5f49-e889-4060-8b43-e70bfa11e794",2,"Gotta catch 'em all!"
"Mushroom","99284f0e-6445-489c-ab5b-bbb50f6c9dc4",1,"Maybe edible mushroom."
"Da Da Da Da Daaa Da DAA da da","a520503e-8544-4640-b657-1b6e2361f7e8",2,"The victory song that delivers a sweet reward."
"Portal Gun","63b9d2f7-1e09-4b97-b3c9-f013305c0003",4,"The cake is a lie!"
"Buffalo","5b8168ec-baec-4923-a07e-2a9388af63df",2,"Absolutely not dying from dysentery today!"
"Pokeball","36af15de-9aa6-4c46-9964-3ef58fc8a192",2,"Gotta catch 'em all!"
"Leisure Suit","16b7daa7-fb3a-474f-bdb2-63bf67ad6038",3,"""Winning this game is about as easy as holding onto a mud wrestler!"""
"Crowbar","d160afd5-1688-4007-b61d-188be47fcb55",1,"Gordon Freeman's weapon of choice."
"Bo Jackson","cba1004c-99f2-4e50-bc50-4637463aaeca",1,"TOUCHDOWN!"
"Rush the Dog","d53f8d6d-ba32-4975-bb97-8741ce837108",3,"Loyal canine sidekick that can boost a hero's spirit."
"Varia Suit","4c511d09-6b32-4a1e-baff-4274c597fff0",3,"Sleek pant suit offering significant protection from foes."
"Charizard","b4bb45a7-d5dc-4cad-92d1-d6f4fe6ffced",2,"It's hard to be a diamond in a rhinestone world."
"Mushroom","8b849ed8-722a-43f9-a234-ae620bee836b",1,"Maybe edible mushroom."
"Get Over Here","c5b6a442-33a7-4621-9c93-fbe754d547c1",3,"Chance to cuddle up to your opponent. Serious snuggles."
"Leisure Suit","4bcc8e10-45d9-4f87-b687-c48e975c1870",3,"""Winning this game is about as easy as holding onto a mud wrestler!"""
"Mushroom","28e31062-4e4a-41bf-a095-0070c8e3baae",1,"Maybe edible mushroom."
"Hadouken","967a34ff-b1ec-4146-be0a-ff615283a4d9",2,"Burst of energy that pulses through the target and results in temporary after shocks."
"Mushroom","28d3f077-1712-4092-b9d1-044a61e3a371",1,"Maybe edible mushroom."
"Tanooki Suit","3a6ee8fd-a49a-49b8-8373-4ede2ba50ca1",2,"Adorable suit that provides temporary protection from attacks."
"Bullet Bill","de98bf1d-aeb1-4dd7-8f87-cdbcc0dde0b2",3,"Catapult ahead of the competition."
"Hadouken","2c3df6c3-517f-4e76-8983-6a3035d412a4",2,"Burst of energy that pulses through the target and results in temporary after shocks."
"Pizza","d7e127a5-0e7b-4505-9927-76019ebc2ba6",1,"Michelangelo's favorite food, dude."
"Bullet Bill","98cf00d6-94ff-4a52-8a0c-fc952703566a",3,"Catapult ahead of the competition."
"Buffalo","05449a91-0bad-4a1c-b614-98ac07a3c00e",2,"Absolutely not dying from dysentery today!"
"Warthog","ca6aff00-916a-417b-b290-f5044e7d7cd0",2,"Recon vehicle that temporarily increases speed."
"Holy Water","15925cd3-5702-4a24-b801-724fb3663f5a",2,"Throw at the floor to release temporary holy flames."
"Fire Flower","9f410c03-a017-431f-a60f-38e07a9ef7f4",1,"Throw balls of actual fire. Literally."
"Get Over Here","93b4e37d-6c00-4c3b-ba5c-bb32de2ec7b3",3,"Chance to cuddle up to your opponent. Serious snuggles."
"Tanooki Suit","1c91c472-a11b-4bb2-9971-ef25e727e3ba",2,"Adorable suit that provides temporary protection from attacks."
"Morph Ball","4f52507d-b95d-4776-ad20-5b3a09712392",3,"Transform into a sphere that passes two players."
"Holy Water","8a6bfe4d-0c30-4fab-962e-441127b69d60",2,"Throw at the floor to release temporary holy flames."
"Hard Knuckle","343cbf83-9d2c-4fa9-919a-75daa732b214",2,"Mega Man face punch."
"UUDDLRLRBA","31454ea8-9566-4399-afbd-c74bde937890",1,"Konami Code always gives a nice boost."
